FECHA AUDITADO;CANTIDAD;SEMANA;META TIEMPO;MES;DIVISION2;AÑO;BULTOS
29/4/2026;360;SEM 18;360;ABRIL;ACCESORIOS;2026;1
29/4/2026;162;SEM 18;121.67;ABRIL;CALZADO PLASTICO;2026;1
29/4/2026;102;SEM 18;95;ABRIL;CALZADO PLASTICO;2026;1
29/4/2026;102;SEM 18;83.33;ABRIL;CALZADO PLASTICO;2026;1
29/4/2026;156;SEM 18;141.67;ABRIL;CALZADO PLASTICO;2026;1
29/4/2026;132;SEM 18;80;ABRIL;CALZADO PLASTICO;2026;1
29/4/2026;95;SEM 18;83.33;ABRIL;CALZADO PLASTICO;2026;1
29/4/2026;180;SEM 18;180;ABRIL;ACCESORIOS;2026;1
29/4/2026;330;SEM 18;330;ABRIL;ACCESORIOS;2026;1
29/4/2026;276;SEM 18;276;ABRIL;ACCESORIOS;2026;1
29/4/2026;396;SEM 18;396;ABRIL;ACCESORIOS;2026;1
29/4/2026;486;SEM 18;486;ABRIL;ACCESORIOS;2026;1
29/4/2026;479;SEM 18;479;ABRIL;ACCESORIOS;2026;1
29/4/2026;60;SEM 18;72.22;ABRIL;ROPA;2026;1
29/4/2026;60;SEM 18;96.3;ABRIL;ROPA;2026;1
29/4/2026;72;SEM 18;120.37;ABRIL;ROPA;2026;1
29/4/2026;60;SEM 18;72.22;ABRIL;ROPA;2026;1
29/4/2026;60;SEM 18;96.3;ABRIL;ROPA;2026;1
29/4/2026;54;SEM 18;108.33;ABRIL;ROPA;2026;1
25/4/2026;204;SEM 17;325.93;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;276;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;232;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;340;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;408;SEM 17;414.81;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;534;SEM 17;325.93;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;563;SEM 17;562.96;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;743;SEM 17;711.11;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;510;SEM 17;444.44;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;432;SEM 17;432.59;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;546;SEM 17;545.19;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;450;SEM 17;325.93;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;678;SEM 17;651.85;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;612;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;252;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;540;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;18;SEM 17;17.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;72;SEM 17;71.11;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;120;SEM 17;148.15;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;156;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;132;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;156;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;168;SEM 17;148.15;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;227;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;180;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;120;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;180;SEM 17;266.67;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;216;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;228;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;215;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;204;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;203;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;228;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;240;SEM 17;194.44;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;600;SEM 17;513.89;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;540;SEM 17;472.22;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;180;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;244;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
20/4/2026;408;SEM 17;240.74;ABRIL;ACCESORIOS;2026;1
20/4/2026;302;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
20/4/2026;996;SEM 17;996;ABRIL;ACCESORIOS;2026;1
20/4/2026;672;SEM 17;672;ABRIL;ACCESORIOS;2026;1
20/4/2026;529;SEM 17;444.44;ABRIL;ACCESORIOS;2026;1
20/4/2026;523;SEM 17;388.89;ABRIL;ACCESORIOS;2026;1
19/4/2026;512;SEM 17;512;ABRIL;ACCESORIOS;2026;1
19/4/2026;669;SEM 17;669;ABRIL;ACCESORIOS;2026;1
19/4/2026;615;SEM 17;615;ABRIL;ACCESORIOS;2026;1
19/4/2026;651;SEM 17;651;ABRIL;ACCESORIOS;2026;1
19/4/2026;510;SEM 17;510;ABRIL;ACCESORIOS;2026;1
18/4/2026;84;SEM 16;118.52;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;445;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;599;SEM 16;592.59;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;312;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;54;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;192;SEM 16;118.52;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;288;SEM 16;325.93;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;297;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;312;SEM 16;237.04;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;313;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;432;SEM 16;414.81;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;488;SEM 16;474.07;ABRIL;INTERIOR DETALLE;2026;1
17/4/2026;468;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
17/4/2026;506;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;126;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;212;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;174;SEM 16;207.41;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;294;SEM 16;148.15;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;347;SEM 16;474.07;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;312;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;276;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;112;SEM 16;118.52;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;258;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;136;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;404;SEM 16;444.44;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;607;SEM 16;622.22;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;384;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;720;SEM 16;250;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;120;SEM 16;118.52;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;204;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;378;SEM 16;414.81;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;412;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;54;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;265;SEM 16;237.04;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;200;SEM 16;325.93;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;192;SEM 16;148.15;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;212;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;368;SEM 16;385.19;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;522;SEM 16;444.44;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;374;SEM 16;414.81;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;685;SEM 16;740.74;ABRIL;ACCESORIOS;2026;1
12/4/2026;258;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;220;SEM 16;118.52;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;234;SEM 16;148.15;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;96;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;286;SEM 16;148.15;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;319;SEM 16;207.41;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;284;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;320;SEM 16;237.04;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;330;SEM 16;237.04;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;372;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
12/4/2026;389;SEM 16;444.44;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;400;SEM 15;148.15;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;156;SEM 15;118.52;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;186;SEM 15;88.89;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;180;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;198;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;240;SEM 15;207.41;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;220;SEM 15;207.41;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;372;SEM 15;177.78;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;322;SEM 15;296.3;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;310;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;396;SEM 15;444.44;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;350;SEM 15;296.3;ABRIL;INTERIOR DETALLE;2026;1
10/4/2026;402;SEM 15;503.7;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;222;SEM 15;266.67;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;316;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;252;SEM 15;207.41;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;697;SEM 15;474.07;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;409;SEM 15;414.81;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;298;SEM 15;177.78;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;618;SEM 15;355.56;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;369;SEM 15;355.56;ABRIL;INTERIOR DETALLE;2026;1
9/4/2026;701;SEM 15;711.11;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;178;SEM 15;59.26;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;202;SEM 15;207.41;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;276;SEM 15;118.52;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;432;SEM 15;355.56;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;563;SEM 15;414.81;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;528;SEM 15;474.07;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;528;SEM 15;266.67;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;551;SEM 15;503.7;ABRIL;INTERIOR DETALLE;2026;1
8/4/2026;666;SEM 15;592.59;ABRIL;INTERIOR DETALLE;2026;1
7/4/2026;186;SEM 15;177.78;ABRIL;INTERIOR DETALLE;2026;1
7/4/2026;228;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026;1
7/4/2026;155;SEM 15;118.52;ABRIL;INTERIOR DETALLE;2026;1
7/4/2026;216;SEM 15;148.15;ABRIL;INTERIOR DETALLE;2026;1
7/4/2026;216;SEM 15;207.41;ABRIL;INTERIOR DETALLE;2026;1
7/4/2026;718;SEM 15;681.48;ABRIL;INTERIOR DETALLE;2026;1
7/4/2026;378;SEM 15;385.19;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;72;SEM 14;59.26;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;215;SEM 14;118.52;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;216;SEM 14;148.15;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;264;SEM 14;148.15;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;204;SEM 14;148.15;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;384;SEM 14;296.3;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;744;SEM 14;592.59;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;300;SEM 14;177.78;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;396;SEM 14;296.3;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;445;SEM 14;355.56;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;444;SEM 14;355.56;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;472;SEM 14;414.81;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;204;SEM 14;88.89;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;264;SEM 14;88.89;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;264;SEM 14;118.52;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;216;SEM 14;118.52;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;384;SEM 14;237.04;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;568;SEM 14;503.7;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;383;SEM 14;296.3;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;202;SEM 14;148.15;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;18;SEM 14;29.63;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;24;SEM 14;17.78;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;12;SEM 14;11.85;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;6;SEM 14;17.78;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;12;SEM 14;23.7;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;12;SEM 14;17.78;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;408;SEM 14;355.56;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;404;SEM 14;355.56;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;912;SEM 14;622.22;ABRIL;INTERIOR DETALLE;2026;1
30/4/2026;318;SEM 18;225.19;ABRIL;INTERIOR DETALLE;2026;1
30/4/2026;408;SEM 18;367.41;ABRIL;INTERIOR DETALLE;2026;1
30/4/2026;402;SEM 18;355.56;ABRIL;INTERIOR DETALLE;2026;1
30/4/2026;438;SEM 18;503.7;ABRIL;INTERIOR DETALLE;2026;1
30/4/2026;403;SEM 18;385.19;ABRIL;INTERIOR DETALLE;2026;1
30/4/2026;616;SEM 18;444.44;ABRIL;INTERIOR DETALLE;2026;1
30/4/2026;346;SEM 18;361.48;ABRIL;INTERIOR DETALLE;2026;1
30/4/2026;420;SEM 18;438.52;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;300;SEM 18;207.41;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;384;SEM 18;296.3;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;468;SEM 18;385.19;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;480;SEM 18;503.7;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;312;SEM 18;177.78;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;396;SEM 18;325.93;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;408;SEM 18;325.93;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;528;SEM 18;355.56;ABRIL;INTERIOR DETALLE;2026;1
28/4/2026;600;SEM 18;533.33;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;294;SEM 18;177.78;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;214;SEM 18;296.3;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;474;SEM 18;456.3;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;200;SEM 18;183.7;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;442;SEM 18;314.07;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;264;SEM 18;201.48;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;108;SEM 18;118.52;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;288;SEM 18;237.04;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;252;SEM 18;207.41;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;408;SEM 18;355.56;ABRIL;INTERIOR DETALLE;2026;1
29/4/2026;408;SEM 18;503.7;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;324;SEM 18;177.78;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;504;SEM 18;237.04;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;408;SEM 18;325.93;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;360;SEM 18;325.93;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;372;SEM 18;237.04;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;420;SEM 18;266.67;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;300;SEM 18;177.78;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;480;SEM 18;385.19;ABRIL;INTERIOR DETALLE;2026;1
26/4/2026;456;SEM 18;355.56;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;756;SEM 17;722.96;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;130;SEM 17;165.93;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;505;SEM 17;385.19;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;252;SEM 17;385.19;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;424;SEM 17;284.44;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;420;SEM 17;485.93;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;758;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;420;SEM 17;430.56;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;558;SEM 17;513.89;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;528;SEM 17;513.89;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;540;SEM 17;472.22;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;528;SEM 17;694.44;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;204;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;264;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;384;SEM 17;474.07;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;228;SEM 17;266.67;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;144;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;213.33;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;108;SEM 17;112.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;156;SEM 17;59.26;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;120;SEM 17;112.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;155;SEM 17;148.15;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;252;SEM 17;272.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;219.26;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;240;SEM 17;314.07;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;156;SEM 17;88.89;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;480;SEM 17;533.33;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;512;SEM 17;474.07;ABRIL;INTERIOR DETALLE;2026;1
19/4/2026;717;SEM 17;717;ABRIL;ACCESORIOS;2026;1
19/4/2026;643;SEM 17;643;ABRIL;ACCESORIOS;2026;1
19/4/2026;875;SEM 17;875;ABRIL;ACCESORIOS;2026;1
19/4/2026;598;SEM 17;598;ABRIL;ACCESORIOS;2026;1
19/4/2026;492;SEM 17;492;ABRIL;ACCESORIOS;2026;1
19/4/2026;447;SEM 17;447;ABRIL;ACCESORIOS;2026;1
18/4/2026;216;SEM 16;148.15;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;216;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;696;SEM 16;527.41;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;384;SEM 16;302.22;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;396;SEM 16;414.81;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;228;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;204;SEM 16;207.41;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;300;SEM 16;325.93;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;468;SEM 16;444.44;ABRIL;INTERIOR DETALLE;2026;1
18/4/2026;553;SEM 16;533.33;ABRIL;INTERIOR DETALLE;2026;1
17/4/2026;757;SEM 16;651.85;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;208;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;186;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;162;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;371;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;313;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;154;SEM 16;213.33;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;241;SEM 16;320;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;252;SEM 16;248.89;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;297;SEM 16;278.52;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;356;SEM 16;361.48;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;332;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
16/4/2026;352;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;252;SEM 16;148.15;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;264;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;394;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;625;SEM 16;260.74;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;449;SEM 16;557.04;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;326;SEM 16;450.37;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;452;SEM 16;551.11;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;347;SEM 16;402.96;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;359;SEM 16;373.33;ABRIL;INTERIOR DETALLE;2026;1
15/4/2026;324;SEM 16;308.15;ABRIL;INTERIOR DETALLE;2026;1
14/4/2026;32;SEM 16;59.26;ABRIL;INTERIOR DETALLE;2026;1
14/4/2026;48;SEM 16;59.26;ABRIL;INTERIOR DETALLE;2026;1
14/4/2026;612;SEM 16;474.07;ABRIL;INTERIOR DETALLE;2026;1
14/4/2026;424;SEM 16;438.52;ABRIL;INTERIOR DETALLE;2026;1
14/4/2026;550;SEM 16;776.3;ABRIL;INTERIOR DETALLE;2026;1
14/4/2026;470;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
14/4/2026;614;SEM 16;533.33;ABRIL;INTERIOR DETALLE;2026;1
14/4/2026;472;SEM 16;414.81;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;416;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;507;SEM 16;533.33;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;520;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;156;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;231;SEM 16;213.33;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;239;SEM 16;201.48;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;261;SEM 16;308.15;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;228;SEM 16;225.19;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;336;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
13/4/2026;342;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026;1
7/4/2026;402;SEM 15;474.07;ABRIL;INTERIOR DETALLE;2026;1
6/4/2026;510;SEM 15;758.52;ABRIL;INTERIOR DETALLE;2026;1
6/4/2026;321;SEM 15;195.56;ABRIL;INTERIOR DETALLE;2026;1
6/4/2026;240;SEM 15;337.78;ABRIL;INTERIOR DETALLE;2026;1
6/4/2026;348;SEM 15;414.81;ABRIL;INTERIOR DETALLE;2026;1
6/4/2026;767;SEM 15;1037.04;ABRIL;INTERIOR DETALLE;2026;1
6/4/2026;264;SEM 15;325.93;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;380;SEM 14;800;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;300;SEM 14;296.3;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;264;SEM 14;385.19;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;12;SEM 14;148.15;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;6;SEM 14;59.26;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;6;SEM 14;35.56;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;12;SEM 14;29.63;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;6;SEM 14;53.33;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;12;SEM 14;35.56;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;6;SEM 14;41.48;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;268;SEM 14;278.52;ABRIL;INTERIOR DETALLE;2026;1
1/4/2026;504;SEM 14;414.81;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;456;SEM 14;370.37;ABRIL;ACCESORIOS;2026;1
2/4/2026;708;SEM 14;444.44;ABRIL;INTERIOR DETALLE;2026;1
2/4/2026;656;SEM 14;740.74;ABRIL;INTERIOR DETALLE;2026;1
