FECHA AUDITADO;CANTIDAD;SEMANA;META TIEMPO;MES;DIVISION2;AÑO
21/4/2026;384;SEM 17;474.07;ABRIL;INTERIOR DETALLE;2026
21/4/2026;228;SEM 17;266.67;ABRIL;INTERIOR DETALLE;2026
21/4/2026;144;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026
21/4/2026;204;SEM 17;213.33;ABRIL;INTERIOR DETALLE;2026
21/4/2026;108;SEM 17;112.59;ABRIL;INTERIOR DETALLE;2026
21/4/2026;156;SEM 17;59.26;ABRIL;INTERIOR DETALLE;2026
21/4/2026;120;SEM 17;112.59;ABRIL;INTERIOR DETALLE;2026
21/4/2026;155;SEM 17;148.15;ABRIL;INTERIOR DETALLE;2026
21/4/2026;252;SEM 17;272.59;ABRIL;INTERIOR DETALLE;2026
21/4/2026;204;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026
21/4/2026;204;SEM 17;219.26;ABRIL;INTERIOR DETALLE;2026
21/4/2026;240;SEM 17;314.07;ABRIL;INTERIOR DETALLE;2026
21/4/2026;204;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026
21/4/2026;156;SEM 17;88.89;ABRIL;INTERIOR DETALLE;2026
21/4/2026;480;SEM 17;533.33;ABRIL;INTERIOR DETALLE;2026
21/4/2026;512;SEM 17;474.07;ABRIL;INTERIOR DETALLE;2026
19/4/2026;717;SEM 17;717;ABRIL;ACCESORIOS;2026
19/4/2026;643;SEM 17;643;ABRIL;ACCESORIOS;2026
19/4/2026;875;SEM 17;875;ABRIL;ACCESORIOS;2026
19/4/2026;598;SEM 17;598;ABRIL;ACCESORIOS;2026
19/4/2026;492;SEM 17;492;ABRIL;ACCESORIOS;2026
19/4/2026;447;SEM 17;447;ABRIL;ACCESORIOS;2026
18/4/2026;216;SEM 16;148.15;ABRIL;INTERIOR DETALLE;2026
18/4/2026;216;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026
18/4/2026;696;SEM 16;527.41;ABRIL;INTERIOR DETALLE;2026
18/4/2026;384;SEM 16;302.22;ABRIL;INTERIOR DETALLE;2026
18/4/2026;396;SEM 16;414.81;ABRIL;INTERIOR DETALLE;2026
18/4/2026;228;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026
18/4/2026;204;SEM 16;207.41;ABRIL;INTERIOR DETALLE;2026
18/4/2026;300;SEM 16;325.93;ABRIL;INTERIOR DETALLE;2026
18/4/2026;468;SEM 16;444.44;ABRIL;INTERIOR DETALLE;2026
18/4/2026;553;SEM 16;533.33;ABRIL;INTERIOR DETALLE;2026
17/4/2026;757;SEM 16;651.85;ABRIL;INTERIOR DETALLE;2026
16/4/2026;208;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026
16/4/2026;186;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026
16/4/2026;162;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026
16/4/2026;371;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026
16/4/2026;313;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
16/4/2026;154;SEM 16;213.33;ABRIL;INTERIOR DETALLE;2026
16/4/2026;241;SEM 16;320;ABRIL;INTERIOR DETALLE;2026
16/4/2026;252;SEM 16;248.89;ABRIL;INTERIOR DETALLE;2026
16/4/2026;297;SEM 16;278.52;ABRIL;INTERIOR DETALLE;2026
16/4/2026;356;SEM 16;361.48;ABRIL;INTERIOR DETALLE;2026
16/4/2026;332;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
16/4/2026;352;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
15/4/2026;252;SEM 16;148.15;ABRIL;INTERIOR DETALLE;2026
15/4/2026;264;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026
15/4/2026;394;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026
15/4/2026;625;SEM 16;260.74;ABRIL;INTERIOR DETALLE;2026
15/4/2026;449;SEM 16;557.04;ABRIL;INTERIOR DETALLE;2026
15/4/2026;326;SEM 16;450.37;ABRIL;INTERIOR DETALLE;2026
15/4/2026;452;SEM 16;551.11;ABRIL;INTERIOR DETALLE;2026
15/4/2026;347;SEM 16;402.96;ABRIL;INTERIOR DETALLE;2026
15/4/2026;359;SEM 16;373.33;ABRIL;INTERIOR DETALLE;2026
15/4/2026;324;SEM 16;308.15;ABRIL;INTERIOR DETALLE;2026
14/4/2026;32;SEM 16;59.26;ABRIL;INTERIOR DETALLE;2026
14/4/2026;48;SEM 16;59.26;ABRIL;INTERIOR DETALLE;2026
14/4/2026;612;SEM 16;474.07;ABRIL;INTERIOR DETALLE;2026
14/4/2026;424;SEM 16;438.52;ABRIL;INTERIOR DETALLE;2026
14/4/2026;550;SEM 16;776.3;ABRIL;INTERIOR DETALLE;2026
14/4/2026;470;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
14/4/2026;614;SEM 16;533.33;ABRIL;INTERIOR DETALLE;2026
14/4/2026;472;SEM 16;414.81;ABRIL;INTERIOR DETALLE;2026
13/4/2026;416;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
13/4/2026;507;SEM 16;533.33;ABRIL;INTERIOR DETALLE;2026
13/4/2026;520;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
13/4/2026;156;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026
13/4/2026;231;SEM 16;213.33;ABRIL;INTERIOR DETALLE;2026
13/4/2026;239;SEM 16;201.48;ABRIL;INTERIOR DETALLE;2026
13/4/2026;261;SEM 16;308.15;ABRIL;INTERIOR DETALLE;2026
13/4/2026;228;SEM 16;225.19;ABRIL;INTERIOR DETALLE;2026
13/4/2026;336;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
13/4/2026;342;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
7/4/2026;402;SEM 15;474.07;ABRIL;INTERIOR DETALLE;2026
6/4/2026;510;SEM 15;758.52;ABRIL;INTERIOR DETALLE;2026
6/4/2026;321;SEM 15;195.56;ABRIL;INTERIOR DETALLE;2026
6/4/2026;240;SEM 15;337.78;ABRIL;INTERIOR DETALLE;2026
6/4/2026;348;SEM 15;414.81;ABRIL;INTERIOR DETALLE;2026
6/4/2026;767;SEM 15;1037.04;ABRIL;INTERIOR DETALLE;2026
6/4/2026;264;SEM 15;325.93;ABRIL;INTERIOR DETALLE;2026
1/4/2026;380;SEM 14;800;ABRIL;INTERIOR DETALLE;2026
1/4/2026;300;SEM 14;296.3;ABRIL;INTERIOR DETALLE;2026
1/4/2026;264;SEM 14;385.19;ABRIL;INTERIOR DETALLE;2026
1/4/2026;12;SEM 14;148.15;ABRIL;INTERIOR DETALLE;2026
1/4/2026;6;SEM 14;59.26;ABRIL;INTERIOR DETALLE;2026
1/4/2026;6;SEM 14;35.56;ABRIL;INTERIOR DETALLE;2026
1/4/2026;12;SEM 14;29.63;ABRIL;INTERIOR DETALLE;2026
1/4/2026;6;SEM 14;53.33;ABRIL;INTERIOR DETALLE;2026
1/4/2026;12;SEM 14;35.56;ABRIL;INTERIOR DETALLE;2026
1/4/2026;6;SEM 14;41.48;ABRIL;INTERIOR DETALLE;2026
1/4/2026;268;SEM 14;278.52;ABRIL;INTERIOR DETALLE;2026
1/4/2026;504;SEM 14;414.81;ABRIL;INTERIOR DETALLE;2026
2/4/2026;456;SEM 14;370.37;ABRIL;ACCESORIOS;2026
2/4/2026;708;SEM 14;444.44;ABRIL;INTERIOR DETALLE;2026
2/4/2026;656;SEM 14;740.74;ABRIL;INTERIOR DETALLE;2026
2/4/2026;480;SEM 14;574.81;ABRIL;INTERIOR DETALLE;2026
2/4/2026;516;SEM 14;728.89;ABRIL;INTERIOR DETALLE;2026
1/4/2026;346;SEM 14;444.44;ABRIL;INTERIOR DETALLE;2026
30/4/2026;360;SEM 18;521.48;ABRIL;INTERIOR DETALLE;2026
30/4/2026;527;SEM 18;634.07;ABRIL;INTERIOR DETALLE;2026
30/4/2026;492;SEM 18;474.07;ABRIL;INTERIOR DETALLE;2026
30/4/2026;485;SEM 18;474.07;ABRIL;INTERIOR DETALLE;2026
30/4/2026;516;SEM 18;474.07;ABRIL;INTERIOR DETALLE;2026
30/4/2026;599;SEM 18;533.33;ABRIL;INTERIOR DETALLE;2026
28/4/2026;509;SEM 18;432.59;ABRIL;INTERIOR DETALLE;2026
28/4/2026;240;SEM 18;160;ABRIL;INTERIOR DETALLE;2026
28/4/2026;253;SEM 18;177.78;ABRIL;INTERIOR DETALLE;2026
28/4/2026;324;SEM 18;177.78;ABRIL;INTERIOR DETALLE;2026
28/4/2026;204;SEM 18;207.41;ABRIL;INTERIOR DETALLE;2026
28/4/2026;340;SEM 18;355.56;ABRIL;INTERIOR DETALLE;2026
28/4/2026;503;SEM 18;800;ABRIL;INTERIOR DETALLE;2026
28/4/2026;310;SEM 18;177.78;ABRIL;INTERIOR DETALLE;2026
28/4/2026;602;SEM 18;711.11;ABRIL;INTERIOR DETALLE;2026
27/4/2026;54;SEM 18;106.67;ABRIL;INTERIOR DETALLE;2026
27/4/2026;36;SEM 18;35.56;ABRIL;INTERIOR DETALLE;2026
27/4/2026;408;SEM 18;331.85;ABRIL;INTERIOR DETALLE;2026
27/4/2026;653;SEM 18;355.56;ABRIL;INTERIOR DETALLE;2026
27/4/2026;222;SEM 18;183.7;ABRIL;INTERIOR DETALLE;2026
27/4/2026;348;SEM 18;408.89;ABRIL;INTERIOR DETALLE;2026
27/4/2026;600;SEM 18;640;ABRIL;INTERIOR DETALLE;2026
27/4/2026;202;SEM 18;219.26;ABRIL;INTERIOR DETALLE;2026
27/4/2026;413;SEM 18;355.56;ABRIL;INTERIOR DETALLE;2026
27/4/2026;547;SEM 18;562.96;ABRIL;INTERIOR DETALLE;2026
26/4/2026;270;SEM 18;296.3;ABRIL;INTERIOR DETALLE;2026
26/4/2026;203;SEM 18;237.04;ABRIL;INTERIOR DETALLE;2026
26/4/2026;310;SEM 18;207.41;ABRIL;INTERIOR DETALLE;2026
26/4/2026;295;SEM 18;266.67;ABRIL;INTERIOR DETALLE;2026
26/4/2026;444;SEM 18;426.67;ABRIL;INTERIOR DETALLE;2026
26/4/2026;402;SEM 18;521.48;ABRIL;INTERIOR DETALLE;2026
26/4/2026;398;SEM 18;474.07;ABRIL;INTERIOR DETALLE;2026
25/4/2026;505;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026
25/4/2026;505;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026
25/4/2026;504;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026
25/4/2026;667;SEM 17;829.63;ABRIL;INTERIOR DETALLE;2026
25/4/2026;499;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026
24/4/2026;59;SEM 17;65;ABRIL;CALZADO PLASTICO;2026
24/4/2026;126;SEM 17;108.33;ABRIL;CALZADO PLASTICO;2026
24/4/2026;132;SEM 17;76.67;ABRIL;CALZADO PLASTICO;2026
24/4/2026;132;SEM 17;133.33;ABRIL;CALZADO PLASTICO;2026
24/4/2026;145;SEM 17;183.33;ABRIL;CALZADO PLASTICO;2026
23/4/2026;240;SEM 17;333.33;ABRIL;INTERIOR DETALLE;2026
23/4/2026;420;SEM 17;416.67;ABRIL;INTERIOR DETALLE;2026
23/4/2026;540;SEM 17;750;ABRIL;INTERIOR DETALLE;2026
21/4/2026;358;SEM 17;408.89;ABRIL;INTERIOR DETALLE;2026
21/4/2026;504;SEM 17;391.11;ABRIL;INTERIOR DETALLE;2026
21/4/2026;523;SEM 17;622.22;ABRIL;INTERIOR DETALLE;2026
21/4/2026;564;SEM 17;414.81;ABRIL;INTERIOR DETALLE;2026
21/4/2026;124;SEM 17;65.19;ABRIL;INTERIOR DETALLE;2026
21/4/2026;96;SEM 17;142.22;ABRIL;INTERIOR DETALLE;2026
21/4/2026;290;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026
21/4/2026;278;SEM 17;290.37;ABRIL;INTERIOR DETALLE;2026
21/4/2026;280;SEM 17;242.96;ABRIL;INTERIOR DETALLE;2026
21/4/2026;310;SEM 17;432.59;ABRIL;INTERIOR DETALLE;2026
21/4/2026;352;SEM 17;337.78;ABRIL;INTERIOR DETALLE;2026
21/4/2026;426;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026
20/4/2026;42;SEM 17;106.67;ABRIL;INTERIOR DETALLE;2026
20/4/2026;564;SEM 17;564;ABRIL;ACCESORIOS;2026
20/4/2026;48;SEM 17;71.11;ABRIL;INTERIOR DETALLE;2026
20/4/2026;108;SEM 17;108;ABRIL;ACCESORIOS;2026
20/4/2026;806;SEM 17;806;ABRIL;ACCESORIOS;2026
20/4/2026;705;SEM 17;705;ABRIL;ACCESORIOS;2026
20/4/2026;594;SEM 17;594;ABRIL;ACCESORIOS;2026
20/4/2026;676;SEM 17;676;ABRIL;ACCESORIOS;2026
19/4/2026;115;SEM 17;115;ABRIL;CALZADO PLASTICO;2026
19/4/2026;112;SEM 17;112;ABRIL;CALZADO PLASTICO;2026
19/4/2026;89;SEM 17;89;ABRIL;CALZADO PLASTICO;2026
19/4/2026;36;SEM 17;36;ABRIL;CALZADO PLASTICO;2026
19/4/2026;42;SEM 17;42;ABRIL;CALZADO PLASTICO;2026
18/4/2026;180;SEM 16;222.22;ABRIL;INTERIOR DETALLE;2026
18/4/2026;360;SEM 16;194.44;ABRIL;INTERIOR DETALLE;2026
18/4/2026;360;SEM 16;588.89;ABRIL;INTERIOR DETALLE;2026
18/4/2026;42;SEM 16;67.41;ABRIL;ROPA;2026
18/4/2026;66;SEM 16;40.93;ABRIL;ROPA;2026
18/4/2026;66;SEM 16;38.52;ABRIL;ROPA;2026
18/4/2026;49;SEM 16;36.11;ABRIL;ROPA;2026
18/4/2026;89;SEM 16;57.78;ABRIL;ROPA;2026
18/4/2026;54;SEM 16;60.19;ABRIL;ROPA;2026
18/4/2026;48;SEM 16;45.74;ABRIL;ROPA;2026
18/4/2026;30;SEM 16;14.44;ABRIL;ROPA;2026
18/4/2026;90;SEM 16;72.22;ABRIL;ROPA;2026
18/4/2026;54;SEM 16;57.78;ABRIL;ROPA;2026
18/4/2026;49;SEM 16;38.52;ABRIL;ROPA;2026
17/4/2026;240;SEM 16;333.33;ABRIL;INTERIOR DETALLE;2026
17/4/2026;300;SEM 16;250;ABRIL;INTERIOR DETALLE;2026
17/4/2026;540;SEM 16;533.33;ABRIL;INTERIOR DETALLE;2026
17/4/2026;102;SEM 16;118.52;ABRIL;INTERIOR DETALLE;2026
17/4/2026;264;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
17/4/2026;338;SEM 16;385.19;ABRIL;INTERIOR DETALLE;2026
17/4/2026;363;SEM 16;385.19;ABRIL;INTERIOR DETALLE;2026
16/4/2026;378;SEM 16;432.59;ABRIL;INTERIOR DETALLE;2026
16/4/2026;300;SEM 16;337.78;ABRIL;INTERIOR DETALLE;2026
16/4/2026;215;SEM 16;355.56;ABRIL;INTERIOR DETALLE;2026
16/4/2026;214;SEM 16;237.04;ABRIL;INTERIOR DETALLE;2026
16/4/2026;366;SEM 16;373.33;ABRIL;INTERIOR DETALLE;2026
16/4/2026;252;SEM 16;231.11;ABRIL;INTERIOR DETALLE;2026
16/4/2026;444;SEM 16;343.7;ABRIL;INTERIOR DETALLE;2026
14/4/2026;204;SEM 16;88.89;ABRIL;INTERIOR DETALLE;2026
14/4/2026;438;SEM 16;503.7;ABRIL;INTERIOR DETALLE;2026
14/4/2026;464;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026
14/4/2026;150;SEM 16;120.37;ABRIL;ROPA;2026
14/4/2026;78;SEM 16;96.3;ABRIL;ROPA;2026
14/4/2026;119;SEM 16;96.3;ABRIL;ROPA;2026
12/4/2026;332;SEM 16;160;ABRIL;INTERIOR DETALLE;2026
12/4/2026;330;SEM 16;225.19;ABRIL;INTERIOR DETALLE;2026
12/4/2026;332;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026
12/4/2026;332;SEM 16;207.41;ABRIL;INTERIOR DETALLE;2026
12/4/2026;372;SEM 16;438.52;ABRIL;INTERIOR DETALLE;2026
12/4/2026;324;SEM 16;242.96;ABRIL;INTERIOR DETALLE;2026
12/4/2026;394;SEM 16;450.37;ABRIL;INTERIOR DETALLE;2026
12/4/2026;438;SEM 16;231.11;ABRIL;INTERIOR DETALLE;2026
11/4/2026;353;SEM 15;266.67;ABRIL;INTERIOR DETALLE;2026
11/4/2026;324;SEM 15;118.52;ABRIL;INTERIOR DETALLE;2026
11/4/2026;474;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026
10/4/2026;506;SEM 15;592.59;ABRIL;INTERIOR DETALLE;2026
1/4/2026;302;SEM 14;222.22;ABRIL;ACCESORIOS;2026
1/4/2026;360;SEM 14;277.78;ABRIL;INTERIOR DETALLE;2026
1/4/2026;360;SEM 14;416.67;ABRIL;INTERIOR DETALLE;2026
1/4/2026;300;SEM 14;305.56;ABRIL;INTERIOR DETALLE;2026
1/4/2026;348;SEM 14;305.56;ABRIL;INTERIOR DETALLE;2026
9/4/2026;268;SEM 15;432.59;ABRIL;INTERIOR DETALLE;2026
9/4/2026;322;SEM 15;248.89;ABRIL;INTERIOR DETALLE;2026
9/4/2026;372;SEM 15;207.41;ABRIL;INTERIOR DETALLE;2026
9/4/2026;478;SEM 15;474.07;ABRIL;INTERIOR DETALLE;2026
9/4/2026;358;SEM 15;385.19;ABRIL;INTERIOR DETALLE;2026
9/4/2026;348;SEM 15;385.19;ABRIL;INTERIOR DETALLE;2026
9/4/2026;174;SEM 15;174;ABRIL;CALZADO PLASTICO;2026
9/4/2026;76;SEM 15;76;ABRIL;CALZADO PLASTICO;2026
8/4/2026;401;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026
8/4/2026;377;SEM 15;207.41;ABRIL;INTERIOR DETALLE;2026
8/4/2026;419;SEM 15;385.19;ABRIL;INTERIOR DETALLE;2026
8/4/2026;449;SEM 15;503.7;ABRIL;INTERIOR DETALLE;2026
8/4/2026;475;SEM 15;503.7;ABRIL;INTERIOR DETALLE;2026
8/4/2026;562;SEM 15;651.85;ABRIL;INTERIOR DETALLE;2026
8/4/2026;708;SEM 15;592.59;ABRIL;INTERIOR DETALLE;2026
7/4/2026;168;SEM 15;148.15;ABRIL;INTERIOR DETALLE;2026
7/4/2026;264;SEM 15;385.19;ABRIL;INTERIOR DETALLE;2026
7/4/2026;324;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026
6/4/2026;252;SEM 15;266.67;ABRIL;INTERIOR DETALLE;2026
6/4/2026;336;SEM 15;355.56;ABRIL;INTERIOR DETALLE;2026
6/4/2026;312;SEM 15;296.3;ABRIL;INTERIOR DETALLE;2026
6/4/2026;372;SEM 15;237.04;ABRIL;INTERIOR DETALLE;2026
6/4/2026;325;SEM 15;325.93;ABRIL;INTERIOR DETALLE;2026
6/4/2026;216;SEM 15;177.78;ABRIL;INTERIOR DETALLE;2026
6/4/2026;276;SEM 15;266.67;ABRIL;INTERIOR DETALLE;2026
6/4/2026;204;SEM 15;219.26;ABRIL;INTERIOR DETALLE;2026
6/4/2026;228;SEM 15;254.81;ABRIL;INTERIOR DETALLE;2026
6/4/2026;264;SEM 15;266.67;ABRIL;INTERIOR DETALLE;2026
6/4/2026;600;SEM 15;533.33;ABRIL;INTERIOR DETALLE;2026
2/4/2026;356;SEM 14;296.3;ABRIL;INTERIOR DETALLE;2026
2/4/2026;472;SEM 14;296.3;ABRIL;INTERIOR DETALLE;2026
2/4/2026;516;SEM 14;533.33;ABRIL;INTERIOR DETALLE;2026
2/4/2026;450;SEM 14;527.78;ABRIL;INTERIOR DETALLE;2026
2/4/2026;408;SEM 14;444.44;ABRIL;INTERIOR DETALLE;2026
2/4/2026;216;SEM 14;266.67;ABRIL;INTERIOR DETALLE;2026
2/4/2026;240;SEM 14;237.04;ABRIL;INTERIOR DETALLE;2026
24/4/2026;477;SEM 17;284.44;ABRIL;INTERIOR DETALLE;2026
24/4/2026;520;SEM 17;379.26;ABRIL;INTERIOR DETALLE;2026
23/4/2026;491;SEM 17;533.33;ABRIL;INTERIOR DETALLE;2026
23/4/2026;625;SEM 17;622.22;ABRIL;INTERIOR DETALLE;2026
22/4/2026;168;SEM 17;168;ABRIL;CALZADO PLASTICO;2026
22/4/2026;324;SEM 17;324;ABRIL;ACCESORIOS;2026
22/4/2026;312;SEM 17;312;ABRIL;ACCESORIOS;2026
22/4/2026;324;SEM 17;324;ABRIL;ACCESORIOS;2026
22/4/2026;325;SEM 17;325;ABRIL;ACCESORIOS;2026
22/4/2026;121;SEM 17;121;ABRIL;CALZADO PLASTICO;2026
22/4/2026;312;SEM 17;170.37;ABRIL;CELEBRACIONES;2026
22/4/2026;48;SEM 17;48.15;ABRIL;ROPA;2026
22/4/2026;48;SEM 17;79.44;ABRIL;ROPA;2026
22/4/2026;95;SEM 17;81.85;ABRIL;ROPA;2026
22/4/2026;60;SEM 17;77.04;ABRIL;ROPA;2026
22/4/2026;66;SEM 17;43.33;ABRIL;ROPA;2026
22/4/2026;61;SEM 17;48.15;ABRIL;ROPA;2026
22/4/2026;66;SEM 17;72.22;ABRIL;ROPA;2026
22/4/2026;102;SEM 17;77.04;ABRIL;ROPA;2026
22/4/2026;120;SEM 17;115.56;ABRIL;ROPA;2026
21/4/2026;489;SEM 17;489;ABRIL;ACCESORIOS;2026
21/4/2026;365;SEM 17;365;ABRIL;ACCESORIOS;2026
21/4/2026;251;SEM 17;190;ABRIL;ACCESORIOS;2026
21/4/2026;168;SEM 17;197.04;ABRIL;ACCESORIOS;2026
21/4/2026;133;SEM 17;154.81;ABRIL;ACCESORIOS;2026
21/4/2026;85;SEM 17;56.3;ABRIL;ACCESORIOS;2026
21/4/2026;139;SEM 17;158.33;ABRIL;ACCESORIOS;2026
21/4/2026;156;SEM 17;123.15;ABRIL;ACCESORIOS;2026
21/4/2026;216;SEM 17;218.15;ABRIL;ACCESORIOS;2026
21/4/2026;204;SEM 17;284.44;ABRIL;INTERIOR DETALLE;2026
21/4/2026;326;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026
20/4/2026;761;SEM 17;761;ABRIL;ACCESORIOS;2026
20/4/2026;47;SEM 17;47;ABRIL;CALZADO PLASTICO;2026
20/4/2026;66;SEM 17;72.22;ABRIL;ROPA;2026
20/4/2026;60;SEM 17;79.44;ABRIL;ROPA;2026
20/4/2026;55;SEM 17;84.26;ABRIL;ROPA;2026
20/4/2026;66;SEM 17;55.37;ABRIL;ROPA;2026
20/4/2026;59;SEM 17;93.89;ABRIL;ROPA;2026
20/4/2026;54;SEM 17;72.22;ABRIL;ROPA;2026
20/4/2026;60;SEM 17;84.26;ABRIL;ROPA;2026
20/4/2026;61;SEM 17;60.19;ABRIL;ROPA;2026
20/4/2026;60;SEM 17;84.26;ABRIL;ROPA;2026
19/4/2026;84;SEM 17;84;ABRIL;ACCESORIOS;2026
19/4/2026;126;SEM 17;126;ABRIL;ACCESORIOS;2026
19/4/2026;240;SEM 17;240;ABRIL;ACCESORIOS;2026
19/4/2026;24;SEM 17;60.19;ABRIL;ROPA;2026
19/4/2026;60;SEM 17;60.19;ABRIL;ROPA;2026
19/4/2026;29;SEM 17;36.11;ABRIL;ROPA;2026
19/4/2026;60;SEM 17;57.78;ABRIL;ROPA;2026
19/4/2026;42;SEM 17;50.56;ABRIL;ROPA;2026
19/4/2026;59;SEM 17;74.63;ABRIL;ROPA;2026
19/4/2026;89;SEM 17;81.85;ABRIL;ROPA;2026
19/4/2026;114;SEM 17;72.22;ABRIL;ROPA;2026
19/4/2026;124;SEM 17;84.26;ABRIL;ROPA;2026
19/4/2026;107;SEM 17;65;ABRIL;ROPA;2026
19/4/2026;47;SEM 17;55.37;ABRIL;ROPA;2026
17/4/2026;852;SEM 16;852;ABRIL;ACCESORIOS;2026
17/4/2026;177;SEM 16;177;ABRIL;ACCESORIOS;2026
17/4/2026;1104;SEM 16;1104;ABRIL;ACCESORIOS;2026
17/4/2026;45;SEM 16;45;ABRIL;ACCESORIOS;2026
17/4/2026;57;SEM 16;57;ABRIL;ACCESORIOS;2026
17/4/2026;58;SEM 16;58;ABRIL;ACCESORIOS;2026
17/4/2026;1095;SEM 16;1095;ABRIL;ACCESORIOS;2026
17/4/2026;720;SEM 16;720;ABRIL;ACCESORIOS;2026
17/4/2026;87;SEM 16;44.44;ABRIL;ACCESORIOS;2026
17/4/2026;126;SEM 16;88.89;ABRIL;ACCESORIOS;2026
17/4/2026;41;SEM 16;40.74;ABRIL;ACCESORIOS;2026
17/4/2026;78;SEM 16;51.85;ABRIL;ACCESORIOS;2026
17/4/2026;78;SEM 16;44.44;ABRIL;ACCESORIOS;2026
17/4/2026;78;SEM 16;48.15;ABRIL;ACCESORIOS;2026
17/4/2026;126;SEM 16;62.96;ABRIL;ACCESORIOS;2026
17/4/2026;126;SEM 16;74.07;ABRIL;ACCESORIOS;2026
17/4/2026;93;SEM 16;111.11;ABRIL;ACCESORIOS;2026
17/4/2026;72;SEM 16;81.48;ABRIL;ACCESORIOS;2026
17/4/2026;108;SEM 16;59.26;ABRIL;ACCESORIOS;2026
16/4/2026;156;SEM 16;156;ABRIL;CALZADO PLASTICO;2026
16/4/2026;150;SEM 16;150;ABRIL;CALZADO PLASTICO;2026
16/4/2026;120;SEM 16;120;ABRIL;CALZADO PLASTICO;2026
16/4/2026;125;SEM 16;125;ABRIL;CALZADO PLASTICO;2026
15/4/2026;252;SEM 16;189.63;ABRIL;INTERIOR DETALLE;2026
15/4/2026;42;SEM 16;52.96;ABRIL;ROPA;2026
15/4/2026;174;SEM 16;125.19;ABRIL;ROPA;2026
15/4/2026;278;SEM 16;296.3;ABRIL;INTERIOR DETALLE;2026
15/4/2026;36;SEM 16;33.7;ABRIL;ROPA;2026
15/4/2026;48;SEM 16;72.22;ABRIL;ROPA;2026
15/4/2026;72;SEM 16;84.26;ABRIL;ROPA;2026
15/4/2026;60;SEM 16;108.33;ABRIL;ROPA;2026
15/4/2026;210;SEM 16;108.33;ABRIL;ROPA;2026
15/4/2026;30;SEM 16;30;ABRIL;CALZADO PLASTICO;2026
15/4/2026;210;SEM 16;155.56;ABRIL;ACCESORIOS;2026
15/4/2026;120;SEM 16;120;ABRIL;CALZADO PLASTICO;2026
15/4/2026;48;SEM 16;67.41;ABRIL;ROPA;2026
15/4/2026;24;SEM 16;16.85;ABRIL;ROPA;2026
15/4/2026;36;SEM 16;60.19;ABRIL;ROPA;2026
15/4/2026;138;SEM 16;133.33;ABRIL;CALZADO PLASTICO;2026
14/4/2026;144;SEM 16;177.78;ABRIL;INTERIOR DETALLE;2026
14/4/2026;264;SEM 16;266.67;ABRIL;INTERIOR DETALLE;2026
14/4/2026;81;SEM 16;88.89;ABRIL;ACCESORIOS;2026
14/4/2026;78;SEM 16;66.67;ABRIL;ACCESORIOS;2026
14/4/2026;66;SEM 16;54.81;ABRIL;ACCESORIOS;2026
14/4/2026;33;SEM 16;34.07;ABRIL;ACCESORIOS;2026
14/4/2026;27;SEM 16;25.19;ABRIL;ACCESORIOS;2026
14/4/2026;15;SEM 16;17.78;ABRIL;ACCESORIOS;2026
14/4/2026;21;SEM 16;23.7;ABRIL;ACCESORIOS;2026
14/4/2026;27;SEM 16;31.11;ABRIL;ACCESORIOS;2026
14/4/2026;20;SEM 16;25.19;ABRIL;ACCESORIOS;2026
14/4/2026;57;SEM 16;32.59;ABRIL;ACCESORIOS;2026
14/4/2026;42;SEM 16;41.48;ABRIL;ACCESORIOS;2026
14/4/2026;34;SEM 16;28.15;ABRIL;ACCESORIOS;2026
14/4/2026;55;SEM 16;45.93;ABRIL;ACCESORIOS;2026
